[0. 0.],[0.5 0. ],[0.0074401  0.49722573],
[0.96557377 0.52131148],[0.47301387 0.0185372 ],[0.97301387 0.0185372 ],
[0.48045397 0.51576293],[0.98045397 0.51576293],[0.48789407 0.01298865],
[0.98789407 0.01298865],[0.49533417 0.51021438],[0.99533417 0.51021438],
[0.50277427 0.0074401 ],[0.00277427 0.0074401 ],[0.51021438 0.50466583],
[0.01021438 0.50466583],[0.51765448 0.00189155],[0.01765448 0.00189155],
[0.52509458 0.49911728],[0.02509458 0.49911728],[0.53253468 0.996343  ],
[0.03253468 0.996343  ],[0.53997478 0.49356873],[0.03997478 0.49356873],
[0.54741488 0.99079445],[0.04741488 0.99079445],[0.55485498 0.48802018],
[0.05485498 0.48802018],[0.56229508 0.9852459 ],[0.06229508 0.9852459 ],
[0.56973518 0.48247163],[0.06973518 0.48247163],[0.57717528 0.97969735],
[0.07717528 0.97969735],[0.58461538 0.47692308],[0.08461538 0.47692308],
[0.59205549 0.9741488 ],[0.09205549 0.9741488 ],[0.59949559 0.47137453],
[0.09949559 0.47137453],[0.60693569 0.96860025],[0.10693569 0.96860025],
[0.61437579 0.46582598],[0.11437579 0.46582598],[0.62181589 0.9630517 ],
[0.12181589 0.9630517 ],[0.62925599 0.46027743],[0.12925599 0.46027743],
[0.63669609 0.95750315],[0.13669609 0.95750315],[0.64413619 0.45472888],
[0.14413619 0.45472888],[0.65157629 0.9519546 ],[0.15157629 0.9519546 ],
[0.65901639 0.44918033],[0.15901639 0.44918033],[0.66645649 0.94640605],
[0.16645649 0.94640605],[0.6738966  0.44363178],[0.1738966  0.44363178],
[0.6813367 0.9408575],[0.1813367 0.9408575],[0.6887768  0.43808323],
[0.1887768  0.43808323],[0.6962169  0.93530895],[0.1962169  0.93530895],
[0.703657   0.43253468],[0.203657   0.43253468],[0.7110971 0.9297604],
[0.2110971 0.9297604],[0.7185372  0.42698613],[0.2185372  0.42698613],
[0.7259773  0.92421185],[0.2259773  0.92421185],[0.7334174  0.42143758],
[0.2334174  0.42143758],[0.7408575 0.9186633],[0.2408575 0.9186633],
[0.7482976  0.41588903],[0.2482976  0.41588903],[0.7557377  0.91311475],
[0.2557377  0.91311475],[0.76317781 0.41034048],[0.26317781 0.41034048],
[0.77061791 0.9075662 ],[0.27061791 0.9075662 ],[0.77805801 0.40479193],
[0.27805801 0.40479193],[0.78549811 0.90201765],[0.28549811 0.90201765],
[0.79293821 0.39924338],[0.29293821 0.39924338],[0.80037831 0.8964691 ],
[0.30037831 0.8964691 ],[0.80781841 0.39369483],[0.30781841 0.39369483],
[0.81525851 0.89092055],[0.31525851 0.89092055],[0.82269861 0.38814628],
[0.32269861 0.38814628],[0.83013871 0.88537201],[0.33013871 0.88537201],
[0.83757881 0.38259773],[0.33757881 0.38259773],[0.84501892 0.87982346],
[0.34501892 0.87982346],[0.85245902 0.37704918],[0.35245902 0.37704918],
[0.85989912 0.87427491],[0.35989912 0.87427491],[0.86733922 0.37150063],
[0.36733922 0.37150063],[0.87477932 0.86872636],[0.37477932 0.86872636],
[0.88221942 0.36595208],[0.38221942 0.36595208],[0.88965952 0.86317781],
[0.38965952 0.86317781],[0.89709962 0.36040353],[0.39709962 0.36040353],
[0.90453972 0.85762926],[0.40453972 0.85762926],[0.91197982 0.35485498],
[0.41197982 0.35485498],[0.91941992 0.85208071],[0.41941992 0.85208071],
[0.92686003 0.34930643],[0.42686003 0.34930643],[0.93430013 0.84653216],
[0.43430013 0.84653216],[0.94174023 0.34375788],[0.44174023 0.34375788],
[0.94918033 0.84098361],[0.44918033 0.84098361],[0.95662043 0.33820933],
[0.45662043 0.33820933],[0.96406053 0.83543506],[0.46406053 0.83543506],
[0.97150063 0.33266078],[0.47150063 0.33266078],[0.97894073 0.82988651],
[0.47894073 0.82988651],[0.98638083 0.32711223],[0.48638083 0.32711223],
[0.99382093 0.82433796],[0.49382093 0.82433796],[0.00126103 0.32156368],
[0.50126103 0.32156368],[0.00870113 0.81878941],[0.50870113 0.81878941],
[0.01614124 0.31601513],[0.51614124 0.31601513],[0.02358134 0.81324086],
[0.52358134 0.81324086],[0.03102144 0.31046658],[0.53102144 0.31046658],
[0.03846154 0.80769231],[0.53846154 0.80769231],[0.04590164 0.30491803],
[0.54590164 0.30491803],[0.05334174 0.80214376],[0.55334174 0.80214376],
[0.06078184 0.29936948],[0.56078184 0.29936948],[0.06822194 0.79659521],
[0.56822194 0.79659521],[0.07566204 0.29382093],[0.57566204 0.29382093],
[0.08310214 0.79104666],[0.58310214 0.79104666],[0.09054224 0.28827238],
[0.59054224 0.28827238],[0.09798235 0.78549811],[0.59798235 0.78549811],
[0.10542245 0.28272383],[0.60542245 0.28272383],[0.11286255 0.77994956],
[0.61286255 0.77994956],[0.12030265 0.27717528],[0.62030265 0.27717528],
[0.12774275 0.77440101],[0.62774275 0.77440101],[0.13518285 0.27162673],
[0.63518285 0.27162673],[0.14262295 0.76885246],[0.64262295 0.76885246],
[0.15006305 0.26607818],[0.65006305 0.26607818],[0.15750315 0.76330391],
[0.65750315 0.76330391],[0.16494325 0.26052963],[0.66494325 0.26052963],
[0.17238335 0.75775536],[0.67238335 0.75775536],[0.17982346 0.25498108],
[0.67982346 0.25498108],[0.18726356 0.75220681],[0.68726356 0.75220681],
[0.19470366 0.24943253],[0.69470366 0.24943253],[0.20214376 0.74665826],
[0.70214376 0.74665826],[0.20958386 0.24388398],[0.70958386 0.24388398],
[0.21702396 0.74110971],[0.71702396 0.74110971],[0.22446406 0.23833544],
[0.72446406 0.23833544],[0.23190416 0.73556116],[0.73190416 0.73556116],
[0.23934426 0.23278689],[0.73934426 0.23278689],[0.24678436 0.73001261],
[0.74678436 0.73001261],[0.25422446 0.22723834],[0.75422446 0.22723834],
[0.26166456 0.72446406],[0.76166456 0.72446406],[0.26910467 0.22168979],
[0.76910467 0.22168979],[0.27654477 0.71891551],[0.77654477 0.71891551],
[0.28398487 0.21614124],[0.78398487 0.21614124],[0.29142497 0.71336696],
[0.79142497 0.71336696],[0.29886507 0.21059269],[0.79886507 0.21059269],
[0.30630517 0.70781841],[0.80630517 0.70781841],[0.31374527 0.20504414],
[0.81374527 0.20504414],[0.32118537 0.70226986],[0.82118537 0.70226986],
[0.32862547 0.19949559],[0.82862547 0.19949559],[0.33606557 0.69672131],
[0.83606557 0.69672131],[0.34350567 0.19394704],[0.84350567 0.19394704],
[0.35094578 0.69117276],[0.85094578 0.69117276],[0.35838588 0.18839849],
[0.85838588 0.18839849],[0.36582598 0.68562421],[0.86582598 0.68562421],
[0.37326608 0.18284994],[0.87326608 0.18284994],[0.38070618 0.68007566],
[0.88070618 0.68007566],[0.38814628 0.17730139],[0.88814628 0.17730139],
[0.39558638 0.67452711],[0.89558638 0.67452711],[0.40302648 0.17175284],
[0.90302648 0.17175284],[0.41046658 0.66897856],[0.91046658 0.66897856],
[0.41790668 0.16620429],[0.91790668 0.16620429],[0.42534678 0.66343001],
[0.92534678 0.66343001],[0.43278689 0.16065574],[0.93278689 0.16065574],
[0.44022699 0.65788146],[0.94022699 0.65788146],[0.44766709 0.15510719],
[0.94766709 0.15510719],[0.45510719 0.65233291],[0.95510719 0.65233291],
[0.46254729 0.14955864],[0.96254729 0.14955864],[0.46998739 0.64678436],
[0.96998739 0.64678436],[0.47742749 0.14401009],[0.97742749 0.14401009],
[0.48486759 0.64123581],[0.98486759 0.64123581],[0.49230769 0.13846154],
[0.99230769 0.13846154],[0.49974779 0.63568726],[0.99974779 0.63568726],
[0.50718789 0.13291299],[0.00718789 0.13291299],[0.51462799 0.63013871],
[0.01462799 0.63013871],[0.5220681  0.12736444],[0.0220681  0.12736444],
[0.5295082  0.62459016],[0.0295082  0.62459016],[0.5369483  0.12181589],
[0.0369483  0.12181589],[0.5443884  0.61904161],[0.0443884  0.61904161],
[0.5518285  0.11626734],[0.0518285  0.11626734],[0.5592686  0.61349306],
[0.0592686  0.61349306],[0.5667087  0.11071879],[0.0667087  0.11071879],
[0.5741488  0.60794451],[0.0741488  0.60794451],[0.5815889  0.10517024],
[0.0815889  0.10517024],[0.589029   0.60239596],[0.089029   0.60239596],
[0.5964691  0.09962169],[0.0964691  0.09962169],[0.60390921 0.59684741],
[0.10390921 0.59684741],[0.61134931 0.09407314],[0.11134931 0.09407314],
[0.61878941 0.59129887],[0.11878941 0.59129887],[0.62622951 0.08852459],
[0.12622951 0.08852459],[0.63366961 0.58575032],[0.13366961 0.58575032],
[0.64110971 0.08297604],[0.14110971 0.08297604],[0.64854981 0.58020177],
[0.14854981 0.58020177],[0.65598991 0.07742749],[0.15598991 0.07742749],
[0.66343001 0.57465322],[0.16343001 0.57465322],[0.67087011 0.07187894],
[0.17087011 0.07187894],[0.67831021 0.56910467],[0.17831021 0.56910467],
[0.68575032 0.06633039],[0.18575032 0.06633039],[0.69319042 0.56355612],
[0.19319042 0.56355612],[0.70063052 0.06078184],[0.20063052 0.06078184],
[0.70807062 0.55800757],[0.20807062 0.55800757],[0.71551072 0.05523329],
[0.21551072 0.05523329],[0.72295082 0.55245902],[0.22295082 0.55245902],
[0.73039092 0.04968474],[0.23039092 0.04968474],[0.73783102 0.54691047],
[0.23783102 0.54691047],[0.74527112 0.04413619],[0.24527112 0.04413619],
[0.75271122 0.54136192],[0.25271122 0.54136192],[0.76015132 0.03858764],
[0.26015132 0.03858764],[0.76759142 0.53581337],[0.26759142 0.53581337],
[0.77503153 0.03303909],[0.27503153 0.03303909],[0.78247163 0.53026482],
[0.28247163 0.53026482],[0.78991173 0.02749054],[0.28991173 0.02749054],
[0.79735183 0.52471627],[0.29735183 0.52471627],[0.80479193 0.02194199],
[0.30479193 0.02194199],[0.81223203 0.51916772],[0.31223203 0.51916772],
[0.81967213 0.01639344],[0.31967213 0.01639344],[0.82711223 0.51361917],
[0.32711223 0.51361917],[0.83455233 0.01084489],[0.33455233 0.01084489],
[0.84199243 0.50807062],[0.34199243 0.50807062],[0.84943253 0.00529634],
[0.34943253 0.00529634],[0.85687264 0.50252207],[0.35687264 0.50252207],
[0.86431274 0.99974779],[0.36431274 0.99974779],[0.87175284 0.49697352],
[0.37175284 0.49697352],[0.87919294 0.99419924],[0.37919294 0.99419924],
[0.88663304 0.49142497],[0.38663304 0.49142497],[0.89407314 0.98865069],
[0.39407314 0.98865069],[0.90151324 0.48587642],[0.40151324 0.48587642],
[0.90895334 0.98310214],[0.40895334 0.98310214],[0.91639344 0.48032787],
[0.41639344 0.48032787],[0.92383354 0.97755359],[0.42383354 0.97755359],
[0.93127364 0.47477932],[0.43127364 0.47477932],[0.93871375 0.97200504],
[0.43871375 0.97200504],[0.94615385 0.46923077],[0.44615385 0.46923077],
[0.95359395 0.96645649],[0.45359395 0.96645649],[0.96103405 0.46368222],
[0.46103405 0.46368222],[0.96847415 0.96090794],[0.46847415 0.96090794],
[0.97591425 0.45813367],[0.47591425 0.45813367],[0.98335435 0.95535939],
[0.48335435 0.95535939],[0.99079445 0.45258512],[0.49079445 0.45258512],
[0.99823455 0.94981084],[0.49823455 0.94981084],[0.00567465 0.44703657],
[0.50567465 0.44703657],[0.01311475 0.9442623 ],[0.51311475 0.9442623 ],
[0.02055485 0.44148802],[0.52055485 0.44148802],[0.02799496 0.93871375],
[0.52799496 0.93871375],[0.03543506 0.43593947],[0.53543506 0.43593947],
[0.04287516 0.9331652 ],[0.54287516 0.9331652 ],[0.05031526 0.43039092],
[0.55031526 0.43039092],[0.05775536 0.92761665],[0.55775536 0.92761665],
[0.06519546 0.42484237],[0.56519546 0.42484237],[0.07263556 0.9220681 ],
[0.57263556 0.9220681 ],[0.08007566 0.41929382],[0.58007566 0.41929382],
[0.08751576 0.91651955],[0.58751576 0.91651955],[0.09495586 0.41374527],
[0.59495586 0.41374527],[0.10239596 0.910971  ],[0.60239596 0.910971  ],
[0.10983607 0.40819672],[0.60983607 0.40819672],[0.11727617 0.90542245],
[0.61727617 0.90542245],[0.12471627 0.40264817],[0.62471627 0.40264817],
[0.13215637 0.8998739 ],[0.63215637 0.8998739 ],[0.13959647 0.39709962],
[0.63959647 0.39709962],[0.14703657 0.89432535],[0.64703657 0.89432535],
[0.15447667 0.39155107],[0.65447667 0.39155107],[0.16191677 0.8887768 ],
[0.66191677 0.8887768 ],[0.16935687 0.38600252],[0.66935687 0.38600252],
[0.17679697 0.88322825],[0.67679697 0.88322825],[0.18423707 0.38045397],
[0.68423707 0.38045397],[0.19167718 0.8776797 ],[0.69167718 0.8776797 ],
[0.19911728 0.37490542],[0.69911728 0.37490542],[0.20655738 0.87213115],
[0.70655738 0.87213115],[0.21399748 0.36935687],[0.71399748 0.36935687],
[0.22143758 0.8665826 ],[0.72143758 0.8665826 ],[0.22887768 0.36380832],
[0.72887768 0.36380832],[0.23631778 0.86103405],[0.73631778 0.86103405],
[0.24375788 0.35825977],[0.74375788 0.35825977],[0.25119798 0.8554855 ],
[0.75119798 0.8554855 ],[0.25863808 0.35271122],[0.75863808 0.35271122],
[0.26607818 0.84993695],[0.76607818 0.84993695],[0.27351828 0.34716267],
[0.77351828 0.34716267],[0.28095839 0.8443884 ],[0.78095839 0.8443884 ],
[0.28839849 0.34161412],[0.78839849 0.34161412],[0.29583859 0.83883985],
[0.79583859 0.83883985],[0.30327869 0.33606557],[0.80327869 0.33606557],
[0.31071879 0.8332913 ],[0.81071879 0.8332913 ],[0.31815889 0.33051702],
[0.81815889 0.33051702],[0.32559899 0.82774275],[0.82559899 0.82774275],
[0.33303909 0.32496847],[0.83303909 0.32496847],[0.34047919 0.8221942 ],
[0.84047919 0.8221942 ],[0.34791929 0.31941992],[0.84791929 0.31941992],
[0.35535939 0.81664565],[0.85535939 0.81664565],[0.3627995  0.31387137],
[0.8627995  0.31387137],[0.3702396 0.8110971],[0.8702396 0.8110971],
[0.3776797  0.30832282],[0.8776797  0.30832282],[0.3851198  0.80554855],
[0.8851198  0.80554855],[0.3925599  0.30277427],[0.8925599  0.30277427],
[0.4 0.8],[0.9 0.8],[0.4074401  0.29722573],
[0.9074401  0.29722573],[0.4148802  0.79445145],[0.9148802  0.79445145],
[0.4223203  0.29167718],[0.9223203  0.29167718],[0.4297604 0.7889029],
[0.9297604 0.7889029],[0.4372005  0.28612863],[0.9372005  0.28612863],
[0.44464061 0.78335435],[0.94464061 0.78335435],[0.45208071 0.28058008],
[0.95208071 0.28058008],[0.45952081 0.7778058 ],[0.95952081 0.7778058 ],
[0.46696091 0.27503153],[0.96696091 0.27503153],[0.47440101 0.77225725],
[0.97440101 0.77225725],[0.48184111 0.26948298],[0.98184111 0.26948298],
[0.48928121 0.7667087 ],[0.98928121 0.7667087 ],[0.49672131 0.26393443],
[0.99672131 0.26393443],[0.50416141 0.76116015],[0.00416141 0.76116015],
[0.51160151 0.25838588],[0.01160151 0.25838588],[0.51904161 0.7556116 ],
[0.01904161 0.7556116 ],[0.52648172 0.25283733],[0.02648172 0.25283733],
[0.53392182 0.75006305],[0.03392182 0.75006305],[0.54136192 0.24728878],
[0.04136192 0.24728878],[0.54880202 0.7445145 ],[0.04880202 0.7445145 ],
[0.55624212 0.24174023],[0.05624212 0.24174023],[0.56368222 0.73896595],
[0.06368222 0.73896595],[0.57112232 0.23619168],[0.07112232 0.23619168],
[0.57856242 0.7334174 ],[0.07856242 0.7334174 ],[0.58600252 0.23064313],
[0.08600252 0.23064313],[0.59344262 0.72786885],[0.09344262 0.72786885],
[0.60088272 0.22509458],[0.10088272 0.22509458],[0.60832282 0.7223203 ],
[0.10832282 0.7223203 ],[0.61576293 0.21954603],[0.11576293 0.21954603],
[0.62320303 0.71677175],[0.12320303 0.71677175],[0.63064313 0.21399748],
[0.13064313 0.21399748],[0.63808323 0.7112232 ],[0.13808323 0.7112232 ],
[0.64552333 0.20844893],[0.14552333 0.20844893],[0.65296343 0.70567465],
[0.15296343 0.70567465],[0.66040353 0.20290038],[0.16040353 0.20290038],
[0.66784363 0.7001261 ],[0.16784363 0.7001261 ],[0.67528373 0.19735183],
[0.17528373 0.19735183],[0.68272383 0.69457755],[0.18272383 0.69457755],
[0.69016393 0.19180328],[0.19016393 0.19180328],[0.69760404 0.689029  ],
[0.19760404 0.689029  ],[0.70504414 0.18625473],[0.20504414 0.18625473],
[0.71248424 0.68348045],[0.21248424 0.68348045],[0.71992434 0.18070618],
[0.21992434 0.18070618],[0.72736444 0.6779319 ],[0.22736444 0.6779319 ],
[0.73480454 0.17515763],[0.23480454 0.17515763],[0.74224464 0.67238335],
[0.24224464 0.67238335],[0.74968474 0.16960908],[0.24968474 0.16960908],
[0.75712484 0.6668348 ],[0.25712484 0.6668348 ],[0.76456494 0.16406053],
[0.26456494 0.16406053],[0.77200504 0.66128625],[0.27200504 0.66128625],
[0.77944515 0.15851198],[0.27944515 0.15851198],[0.78688525 0.6557377 ],
[0.28688525 0.6557377 ],[0.79432535 0.15296343],[0.29432535 0.15296343],
[0.80176545 0.65018916],[0.30176545 0.65018916],[0.80920555 0.14741488],
[0.30920555 0.14741488],[0.81664565 0.64464061],[0.31664565 0.64464061],
[0.82408575 0.14186633],[0.32408575 0.14186633],[0.83152585 0.63909206],
[0.33152585 0.63909206],[0.83896595 0.13631778],[0.33896595 0.13631778],
[0.84640605 0.63354351],[0.34640605 0.63354351],[0.85384615 0.13076923],
[0.35384615 0.13076923],[0.86128625 0.62799496],[0.36128625 0.62799496],
[0.86872636 0.12522068],[0.36872636 0.12522068],[0.87616646 0.62244641],
[0.37616646 0.62244641],[0.88360656 0.11967213],[0.38360656 0.11967213],
[0.89104666 0.61689786],[0.39104666 0.61689786],[0.89848676 0.11412358],
[0.39848676 0.11412358],[0.90592686 0.61134931],[0.40592686 0.61134931],
[0.91336696 0.10857503],[0.41336696 0.10857503],[0.92080706 0.60580076],
[0.42080706 0.60580076],[0.92824716 0.10302648],[0.42824716 0.10302648],
[0.93568726 0.60025221],[0.43568726 0.60025221],[0.94312736 0.09747793],
[0.44312736 0.09747793],[0.95056747 0.59470366],[0.45056747 0.59470366],
[0.95800757 0.09192938],[0.45800757 0.09192938],[0.96544767 0.58915511],
[0.46544767 0.58915511],[0.97288777 0.08638083],[0.47288777 0.08638083],
[0.98032787 0.58360656],[0.48032787 0.58360656],[0.98776797 0.08083228],
[0.48776797 0.08083228],[0.99520807 0.57805801],[0.49520807 0.57805801],
[0.00264817 0.07528373],[0.50264817 0.07528373],[0.01008827 0.57250946],
[0.51008827 0.57250946],[0.01752837 0.06973518],[0.51752837 0.06973518],
[0.02496847 0.56696091],[0.52496847 0.56696091],[0.03240858 0.06418663],
[0.53240858 0.06418663],[0.03984868 0.56141236],[0.53984868 0.56141236],
[0.04728878 0.05863808],[0.54728878 0.05863808],[0.05472888 0.55586381],
[0.55472888 0.55586381],[0.06216898 0.05308953],[0.56216898 0.05308953],
[0.06960908 0.55031526],[0.56960908 0.55031526],[0.07704918 0.04754098],
[0.57704918 0.04754098],[0.08448928 0.54476671],[0.58448928 0.54476671],
[0.09192938 0.04199243],[0.59192938 0.04199243],[0.09936948 0.53921816],
[0.59936948 0.53921816],[0.10680958 0.03644388],[0.60680958 0.03644388],
[0.11424968 0.53366961],[0.61424968 0.53366961],[0.12168979 0.03089533],
[0.62168979 0.03089533],[0.12912989 0.52812106],[0.62912989 0.52812106],
[0.13656999 0.02534678],[0.63656999 0.02534678],[0.14401009 0.52257251],
[0.64401009 0.52257251],[0.15145019 0.01979823],[0.65145019 0.01979823],
[0.15889029 0.51702396],[0.65889029 0.51702396],[0.16633039 0.01424968],
[0.66633039 0.01424968],[0.17377049 0.51147541],[0.67377049 0.51147541],
[0.18121059 0.00870113],[0.68121059 0.00870113],[0.18865069 0.50592686],
[0.68865069 0.50592686],[0.19609079 0.00315259],[0.69609079 0.00315259],
[0.2035309  0.50037831],[0.7035309  0.50037831],[0.210971   0.99760404],
[0.710971   0.99760404],[0.2184111  0.49482976],[0.7184111  0.49482976],
[0.2258512  0.99205549],[0.7258512  0.99205549],[0.2332913  0.48928121],
[0.7332913  0.48928121],[0.2407314  0.98650694],[0.7407314  0.98650694],
[0.2481715  0.48373266],[0.7481715  0.48373266],[0.2556116  0.98095839],
[0.7556116  0.98095839],[0.2630517  0.47818411],[0.7630517  0.47818411],
[0.2704918  0.97540984],[0.7704918  0.97540984],[0.2779319  0.47263556],
[0.7779319  0.47263556],[0.28537201 0.96986129],[0.78537201 0.96986129],
[0.29281211 0.46708701],[0.79281211 0.46708701],[0.30025221 0.96431274],
[0.80025221 0.96431274],[0.30769231 0.46153846],[0.80769231 0.46153846],
[0.31513241 0.95876419],[0.81513241 0.95876419],[0.32257251 0.45598991],
[0.82257251 0.45598991],[0.33001261 0.95321564],[0.83001261 0.95321564],
[0.33745271 0.45044136],[0.83745271 0.45044136],[0.34489281 0.94766709],
[0.84489281 0.94766709],[0.35233291 0.44489281],[0.85233291 0.44489281],
[0.35977301 0.94211854],[0.85977301 0.94211854],[0.36721311 0.43934426],
[0.86721311 0.43934426],[0.37465322 0.93656999],[0.87465322 0.93656999],
[0.38209332 0.43379571],[0.88209332 0.43379571],[0.38953342 0.93102144],
[0.88953342 0.93102144],[0.39697352 0.42824716],[0.89697352 0.42824716],
[0.40441362 0.92547289],[0.90441362 0.92547289],[0.41185372 0.42269861],
[0.91185372 0.42269861],[0.41929382 0.91992434],[0.91929382 0.91992434],
[0.42673392 0.41715006],[0.92673392 0.41715006],[0.43417402 0.91437579],
[0.93417402 0.91437579],[0.44161412 0.41160151],[0.94161412 0.41160151],
[0.44905422 0.90882724],[0.94905422 0.90882724],[0.45649433 0.40605296],
[0.95649433 0.40605296],[0.46393443 0.90327869],[0.96393443 0.90327869],
[0.47137453 0.40050441],[0.97137453 0.40050441],[0.47881463 0.89773014],
[0.97881463 0.89773014],[0.48625473 0.39495586],[0.98625473 0.39495586],
[0.49369483 0.89218159],[0.99369483 0.89218159],[0.50113493 0.38940731],
[0.00113493 0.38940731],[0.50857503 0.88663304],[0.00857503 0.88663304],
[0.51601513 0.38385876],[0.01601513 0.38385876],[0.52345523 0.88108449],
